
				 Aum Sri Sai Ram
FER on AffectNet using GACNN


Total included  287651 {0: 74874, 1: 134415, 2: 25459, 3: 14090, 4: 6378, 5: 3803, 6: 24882, 7: 3750}
Total included  4000 {0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500}
length of  train Database for training: 287651
length of  test Database: 4000
Training starting:

Training Epoch: [0][0/2248]	Time  (12.921242475509644)	Data (3.7475874423980713)	loss  (2.0778088569641113)	Prec1  (10.15625) 	
Training Epoch: [14][1000/2248]	Time  (2.2715055394720483)	Data (0.005685252743167477)	loss  (0.05633624246554239)	Prec1  (98.37974548339844) 	
Training Epoch: [14][1100/2248]	Time  (2.2713169707264496)	Data (0.005408339885881443)	loss  (0.05630004256929894)	Prec1  (98.40131378173828) 	
Training Epoch: [14][1200/2248]	Time  (2.271132997033201)	Data (0.005170555734118256)	loss  (0.05627254095024659)	Prec1  (98.39977264404297) 	
Training Epoch: [14][1300/2248]	Time  (2.27040766845017)	Data (0.004983425506896738)	loss  (0.055896770528343714)	Prec1  (98.40386962890625) 	
Training Epoch: [14][1400/2248]	Time  (2.2700391750008952)	Data (0.004752349717373681)	loss  (0.05536862247378208)	Prec1  (98.42411804199219) 	
Training Epoch: [14][1500/2248]	Time  (2.269875084535826)	Data (0.004608761065011021)	loss  (0.05563791211617541)	Prec1  (98.41407775878906) 	
Training Epoch: [14][1600/2248]	Time  (2.2699991572580807)	Data (0.004448507071881649)	loss  (0.05559440575735521)	Prec1  (98.4135971069336) 	
Training Epoch: [14][1700/2248]	Time  (2.270345284755198)	Data (0.004332674173380893)	loss  (0.05543073876347526)	Prec1  (98.4223403930664) 	
Training Epoch: [14][1800/2248]	Time  (2.2703953422088876)	Data (0.00425144171198496)	loss  (0.05542927211060549)	Prec1  (98.41841125488281) 	
Training Epoch: [14][1900/2248]	Time  (2.270787632885511)	Data (0.004167317717028943)	loss  (0.05533845562572105)	Prec1  (98.42229461669922) 	
Training Epoch: [14][2000/2248]	Time  (2.2698325200536025)	Data (0.004082719425390149)	loss  (0.055017427205741556)	Prec1  (98.43281555175781) 	
Training Epoch: [14][2100/2248]	Time  (2.2692112351871003)	Data (0.004006834724640517)	loss  (0.05459125098842828)	Prec1  (98.44010925292969) 	
Training Epoch: [14][2200/2248]	Time  (2.2690772963675085)	Data (0.003912030431911221)	loss  (0.054402764679280964)	Prec1  (98.44744110107422) 	
Testing Epoch: [14][0/32]	Time  (3.8084986209869385)	Data (2.9730772972106934)	loss  (2.5679399967193604)	Prec1  (59.375) 	
Testing Epoch: [14][31/32]	Time  (0.7107328325510025)	Data (0.0929676815867424)	loss  (3.37168758392334)	Prec1  (49.45000076293945) 	
Epoch: 14   Test Acc: 49.45000076293945

******************************
	Adjusted learning rate: 15

0.00046329123015975297
Training Epoch: [15][0/2248]	Time  (5.8305983543396)	Data (3.1333301067352295)	loss  (0.027418352663517)	Prec1  (99.21875) 	
Training Epoch: [15][100/2248]	Time  (2.3015448173674025)	Data (0.032966044869753394)	loss  (0.051297886481527055)	Prec1  (98.50711822509766) 	
Training Epoch: [15][200/2248]	Time  (2.2845628451352096)	Data (0.017895303555388948)	loss  (0.04997657322839125)	Prec1  (98.56964874267578) 	
Training Epoch: [15][300/2248]	Time  (2.2818133640922977)	Data (0.012562545034972537)	loss  (0.04973444757221941)	Prec1  (98.59062957763672) 	
Training Epoch: [15][400/2248]	Time  (2.2770547932222893)	Data (0.010075440727861743)	loss  (0.051322792886647206)	Prec1  (98.56608581542969) 	
Training Epoch: [15][500/2248]	Time  (2.2782391702343605)	Data (0.008399934825783004)	loss  (0.050353726398147745)	Prec1  (98.5840835571289) 	
Training Epoch: [15][600/2248]	Time  (2.2763862026709685)	Data (0.007455819458414037)	loss  (0.05024768644556428)	Prec1  (98.58049011230469) 	
Training Epoch: [15][700/2248]	Time  (2.2754462047582344)	Data (0.006778683369918149)	loss  (0.050548428581886726)	Prec1  (98.56566619873047) 	
Training Epoch: [15][800/2248]	Time  (2.274179212758306)	Data (0.0061765110001581885)	loss  (0.05102095993633351)	Prec1  (98.5516128540039) 	
Training Epoch: [15][900/2248]	Time  (2.2741967290143723)	Data (0.005695595196164012)	loss  (0.05058737013790835)	Prec1  (98.56063079833984) 	
Training Epoch: [15][1000/2248]	Time  (2.2731522539636115)	Data (0.005395961927248167)	loss  (0.050463928047429905)	Prec1  (98.5584716796875) 	
Training Epoch: [15][1100/2248]	Time  (2.2725079529508476)	Data (0.005160614969944759)	loss  (0.049893110707997734)	Prec1  (98.57161712646484) 	
Training Epoch: [15][1200/2248]	Time  (2.272206711431626)	Data (0.0049655149620240376)	loss  (0.05002285368883243)	Prec1  (98.56954956054688) 	
Training Epoch: [15][1300/2248]	Time  (2.273061207493482)	Data (0.004768787211037708)	loss  (0.04992191330869779)	Prec1  (98.56180572509766) 	
Training Epoch: [15][1400/2248]	Time  (2.2727081380853646)	Data (0.004629335260493342)	loss  (0.049899968985391036)	Prec1  (98.5702133178711) 	
Training Epoch: [15][1500/2248]	Time  (2.2723704474040622)	Data (0.004511512810988556)	loss  (0.05000230262079571)	Prec1  (98.5613784790039) 	
Training Epoch: [15][1600/2248]	Time  (2.271562645987821)	Data (0.004403862634500364)	loss  (0.050109490199592766)	Prec1  (98.55901336669922) 	
Training Epoch: [15][1700/2248]	Time  (2.2710549897267356)	Data (0.004311413851855153)	loss  (0.050184996175562754)	Prec1  (98.55828857421875) 	
Training Epoch: [15][1800/2248]	Time  (2.27079624986728)	Data (0.004226233017967517)	loss  (0.05002377045416852)	Prec1  (98.55982208251953) 	
Training Epoch: [15][1900/2248]	Time  (2.2709728093726707)	Data (0.004152466033020501)	loss  (0.04999395476253424)	Prec1  (98.55586242675781) 	
Training Epoch: [15][2000/2248]	Time  (2.2714886926282114)	Data (0.004086831520343649)	loss  (0.04999248995569007)	Prec1  (98.55463409423828) 	
Training Epoch: [15][2100/2248]	Time  (2.271021814359931)	Data (0.003976565891648973)	loss  (0.05001220443347617)	Prec1  (98.55612182617188) 	
Training Epoch: [15][2200/2248]	Time  (2.2705332542863124)	Data (0.003914354065232578)	loss  (0.05011482456650776)	Prec1  (98.55179595947266) 	
Testing Epoch: [15][0/32]	Time  (3.7744224071502686)	Data (2.845153570175171)	loss  (2.590427875518799)	Prec1  (60.9375) 	
Testing Epoch: [15][31/32]	Time  (0.6866423115134239)	Data (0.08899173140525818)	loss  (3.40895471572876)	Prec1  (49.17500305175781) 	
Epoch: 15   Test Acc: 49.17500305175781

******************************
	Adjusted learning rate: 16

0.0004401266686517653
Training Epoch: [16][0/2248]	Time  (5.7587268352508545)	Data (3.321622371673584)	loss  (0.020902827382087708)	Prec1  (99.21875) 	
Training Epoch: [16][100/2248]	Time  (2.3254029325919574)	Data (0.03576439442020832)	loss  (0.048930004109988115)	Prec1  (98.64634704589844) 	
Training Epoch: [16][200/2248]	Time  (2.297721811787999)	Data (0.018937603158144214)	loss  (0.04558286346050341)	Prec1  (98.65904998779297) 	
Training Epoch: [16][300/2248]	Time  (2.289451843084291)	Data (0.013366747536136462)	loss  (0.04663186204121556)	Prec1  (98.65292358398438) 	
Training Epoch: [16][400/2248]	Time  (2.2836611080645324)	Data (0.010584613034255487)	loss  (0.04830186632914733)	Prec1  (98.61869049072266) 	
Training Epoch: [16][500/2248]	Time  (2.280714374340461)	Data (0.009105363529837297)	loss  (0.0481284840474883)	Prec1  (98.63397979736328) 	
Training Epoch: [16][600/2248]	Time  (2.2787766992153227)	Data (0.008042644541989547)	loss  (0.04823480152250725)	Prec1  (98.60648345947266) 	
Training Epoch: [16][700/2248]	Time  (2.277321276753163)	Data (0.0073332225375100655)	loss  (0.04764552092639339)	Prec1  (98.63587951660156) 	
Training Epoch: [16][800/2248]	Time  (2.275967817627982)	Data (0.006701662596989511)	loss  (0.04713425258367547)	Prec1  (98.64036560058594) 	
Training Epoch: [16][900/2248]	Time  (2.27567397026587)	Data (0.006293702734165001)	loss  (0.046199011611240556)	Prec1  (98.6742172241211) 	
Training Epoch: [16][1000/2248]	Time  (2.2750490385812)	Data (0.005889094911969744)	loss  (0.04531430052249105)	Prec1  (98.6989517211914) 	
Training Epoch: [16][1100/2248]	Time  (2.27487628293189)	Data (0.005613921665257481)	loss  (0.04515016135792641)	Prec1  (98.70714569091797) 	
Training Epoch: [16][1200/2248]	Time  (2.2752064052569083)	Data (0.005302387510707833)	loss  (0.04496610635499176)	Prec1  (98.70550537109375) 	
Training Epoch: [16][1300/2248]	Time  (2.274707802985834)	Data (0.005096200060422928)	loss  (0.045091945274255536)	Prec1  (98.69571685791016) 	
Training Epoch: [16][1400/2248]	Time  (2.2742516298450632)	Data (0.004890966721724647)	loss  (0.04495510421454013)	Prec1  (98.6995849609375) 	
Training Epoch: [16][1500/2248]	Time  (2.2736790960109845)	Data (0.004763017885689732)	loss  (0.04467888946193881)	Prec1  (98.69670104980469) 	
Training Epoch: [16][1600/2248]	Time  (2.27313459343943)	Data (0.004626644022534744)	loss  (0.04442513419628181)	Prec1  (98.70394134521484) 	
Training Epoch: [16][1700/2248]	Time  (2.2726000864880005)	Data (0.004520184989538983)	loss  (0.04413657921800573)	Prec1  (98.71444702148438) 	
Training Epoch: [16][1800/2248]	Time  (2.2724644638709663)	Data (0.00439593144617499)	loss  (0.04422948439023781)	Prec1  (98.70774841308594) 	
Training Epoch: [16][1900/2248]	Time  (2.2723393264662146)	Data (0.004303134660354606)	loss  (0.04409305074363398)	Prec1  (98.70832824707031) 	
Training Epoch: [16][2000/2248]	Time  (2.2724504039503226)	Data (0.004221769167982537)	loss  (0.0440979732469521)	Prec1  (98.70690155029297) 	
Training Epoch: [16][2100/2248]	Time  (2.273842628770417)	Data (0.004138932688811573)	loss  (0.044019447098787995)	Prec1  (98.71080780029297) 	
Training Epoch: [16][2200/2248]	Time  (2.274717069441272)	Data (0.003995346730538576)	loss  (0.043765741907760856)	Prec1  (98.71791076660156) 	
Testing Epoch: [16][0/32]	Time  (3.7533626556396484)	Data (2.885143756866455)	loss  (2.854804039001465)	Prec1  (62.5) 	
Testing Epoch: [16][31/32]	Time  (0.714453935623169)	Data (0.09023166447877884)	loss  (3.661208061218262)	Prec1  (49.67500305175781) 	
Epoch: 16   Test Acc: 49.67500305175781

******************************
	Adjusted learning rate: 17

0.00041812033521917703
Training Epoch: [17][0/2248]	Time  (6.458902597427368)	Data (3.5997776985168457)	loss  (0.010127518326044083)	Prec1  (100.0) 	
Training Epoch: [17][100/2248]	Time  (2.315752130923885)	Data (0.0381079357449371)	loss  (0.041671629165216245)	Prec1  (98.73916625976562) 	
Training Epoch: [17][200/2248]	Time  (2.2934290568033853)	Data (0.02050349249768613)	loss  (0.043970049002129044)	Prec1  (98.71734619140625) 	
Training Epoch: [17][300/2248]	Time  (2.2885059193519264)	Data (0.014328901949911023)	loss  (0.043415441366525184)	Prec1  (98.73078918457031) 	
Training Epoch: [17][400/2248]	Time  (2.287175762385799)	Data (0.011438346563134704)	loss  (0.04267599834059539)	Prec1  (98.78623962402344) 	
Training Epoch: [17][500/2248]	Time  (2.284241529757867)	Data (0.009701837798554502)	loss  (0.04192536146177384)	Prec1  (98.78836059570312) 	
Training Epoch: [17][600/2248]	Time  (2.283307368664099)	Data (0.008428218559100108)	loss  (0.04094573993316407)	Prec1  (98.82746887207031) 	
Training Epoch: [17][700/2248]	Time  (2.2820688164693315)	Data (0.007572196179551847)	loss  (0.040756140204515845)	Prec1  (98.83982849121094) 	
Training Epoch: [17][800/2248]	Time  (2.282548553488228)	Data (0.006876360908727372)	loss  (0.040628292392032424)	Prec1  (98.83641052246094) 	
Training Epoch: [17][900/2248]	Time  (2.283187103059792)	Data (0.0063154848249056495)	loss  (0.04070278988131937)	Prec1  (98.82682800292969) 	
Training Epoch: [17][1000/2248]	Time  (2.282716172320264)	Data (0.0058998104099269874)	loss  (0.04055593699611329)	Prec1  (98.82539367675781) 	
Training Epoch: [17][1100/2248]	Time  (2.2837712084781465)	Data (0.0055983952237301585)	loss  (0.04065316774756339)	Prec1  (98.81358337402344) 	
Training Epoch: [17][1200/2248]	Time  (2.283305888171994)	Data (0.005282886220851012)	loss  (0.04077085523674579)	Prec1  (98.81023406982422) 	
Training Epoch: [17][1300/2248]	Time  (2.2827446079547364)	Data (0.0050451568600583495)	loss  (0.04075399311624473)	Prec1  (98.80560302734375) 	
Training Epoch: [17][1400/2248]	Time  (2.2823556204679436)	Data (0.004873576119999474)	loss  (0.04048508036746075)	Prec1  (98.81725311279297) 	
Training Epoch: [17][1500/2248]	Time  (2.28216809530722)	Data (0.00469106582702596)	loss  (0.04088121746790203)	Prec1  (98.80964660644531) 	
Training Epoch: [17][1600/2248]	Time  (2.281870867593969)	Data (0.004488336675097092)	loss  (0.0406885515633205)	Prec1  (98.81471252441406) 	
Training Epoch: [17][1700/2248]	Time  (2.2813306041215182)	Data (0.004386624050869233)	loss  (0.041097232775170266)	Prec1  (98.8026351928711) 	
Training Epoch: [17][1800/2248]	Time  (2.281147703205725)	Data (0.004275368558639026)	loss  (0.04136470768358693)	Prec1  (98.79580688476562) 	
Training Epoch: [17][1900/2248]	Time  (2.281305934679251)	Data (0.004168975986599107)	loss  (0.04121570345278886)	Prec1  (98.79463195800781) 	
Training Epoch: [17][2000/2248]	Time  (2.2808055034105568)	Data (0.004096734887179823)	loss  (0.04112871234928412)	Prec1  (98.79318237304688) 	
Training Epoch: [17][2100/2248]	Time  (2.28031355831976)	Data (0.004018883203563663)	loss  (0.04115575546046798)	Prec1  (98.79521942138672) 	
Training Epoch: [17][2200/2248]	Time  (2.2810210320474016)	Data (0.003924521247347286)	loss  (0.041237327191083334)	Prec1  (98.79386901855469) 	
Testing Epoch: [17][0/32]	Time  (4.019115209579468)	Data (3.0126476287841797)	loss  (3.0258116722106934)	Prec1  (57.8125) 	
Testing Epoch: [17][31/32]	Time  (0.6931471526622772)	Data (0.09422637522220612)	loss  (3.9014296951293947)	Prec1  (47.97500228881836) 	
Epoch: 17   Test Acc: 47.97500228881836

******************************
	Adjusted learning rate: 18

0.00039721431845821814
Training Epoch: [18][0/2248]	Time  (5.418602705001831)	Data (2.931124687194824)	loss  (0.0328199677169323)	Prec1  (99.21875) 	
Training Epoch: [18][100/2248]	Time  (2.3204015387166845)	Data (0.03146219489598038)	loss  (0.04356485441105791)	Prec1  (98.60767364501953) 	
Training Epoch: [18][200/2248]	Time  (2.2957723081408448)	Data (0.016739063595064836)	loss  (0.04071404781211075)	Prec1  (98.72901153564453) 	
Training Epoch: [18][300/2248]	Time  (2.288988492021529)	Data (0.0120993571424009)	loss  (0.03989846256880269)	Prec1  (98.8216323852539) 	
Training Epoch: [18][400/2248]	Time  (2.2859400359175153)	Data (0.009778695213527156)	loss  (0.03960951617884071)	Prec1  (98.84468841552734) 	
Training Epoch: [18][500/2248]	Time  (2.284100215116185)	Data (0.008163780509354826)	loss  (0.03961027967195192)	Prec1  (98.8398208618164) 	
Training Epoch: [18][600/2248]	Time  (2.284134143600845)	Data (0.007169631475616811)	loss  (0.038822836873312165)	Prec1  (98.85867309570312) 	
Training Epoch: [18][700/2248]	Time  (2.282722233705616)	Data (0.006387861240947468)	loss  (0.038663053853216764)	Prec1  (98.8509750366211) 	
Training Epoch: [18][800/2248]	Time  (2.281540133682232)	Data (0.0058503963527608005)	loss  (0.03857809506803193)	Prec1  (98.85982513427734) 	
Training Epoch: [18][900/2248]	Time  (2.2813001107693247)	Data (0.005403322067430096)	loss  (0.038787311556998154)	Prec1  (98.82942962646484) 	
Training Epoch: [18][1000/2248]	Time  (2.280618069531558)	Data (0.005088834019450398)	loss  (0.03847734934160045)	Prec1  (98.83631896972656) 	
Training Epoch: [18][1100/2248]	Time  (2.2813715302435296)	Data (0.004869499388442702)	loss  (0.03824146544318866)	Prec1  (98.8433837890625) 	
Training Epoch: [18][1200/2248]	Time  (2.281446033473019)	Data (0.00470221429740658)	loss  (0.038495388607821)	Prec1  (98.84601593017578) 	
Training Epoch: [18][1300/2248]	Time  (2.281907637242076)	Data (0.00452437316519219)	loss  (0.038770316048402864)	Prec1  (98.8332290649414) 	
Training Epoch: [18][1400/2248]	Time  (2.2813117456470193)	Data (0.004375068227535142)	loss  (0.03897910403735207)	Prec1  (98.822265625) 	
Training Epoch: [18][1500/2248]	Time  (2.2807964841815966)	Data (0.004262915140465845)	loss  (0.03871008885067594)	Prec1  (98.83411407470703) 	
Training Epoch: [18][1600/2248]	Time  (2.2802114851544752)	Data (0.004052957842157901)	loss  (0.03856683927218777)	Prec1  (98.838623046875) 	
Training Epoch: [18][1700/2248]	Time  (2.279806633124556)	Data (0.0038736606611356112)	loss  (0.03870473219862516)	Prec1  (98.83524322509766) 	
Training Epoch: [18][1800/2248]	Time  (2.2799399170459873)	Data (0.0037297841113914983)	loss  (0.03844017837235889)	Prec1  (98.84178924560547) 	
Training Epoch: [18][1900/2248]	Time  (2.2794789644619593)	Data (0.0036283633007870293)	loss  (0.038243676905668704)	Prec1  (98.8464126586914) 	
Training Epoch: [18][2000/2248]	Time  (2.279410723624737)	Data (0.0035648330457802714)	loss  (0.0380129378720902)	Prec1  (98.85369873046875) 	
Training Epoch: [18][2100/2248]	Time  (2.2789985548025764)	Data (0.0035204354040626116)	loss  (0.03801489671491005)	Prec1  (98.85397338867188) 	
Training Epoch: [18][2200/2248]	Time  (2.2787308895495846)	Data (0.0034801825671128823)	loss  (0.037878183360257674)	Prec1  (98.86060333251953) 	
Testing Epoch: [18][0/32]	Time  (4.401684284210205)	Data (2.8401761054992676)	loss  (2.776718854904175)	Prec1  (59.375) 	
Testing Epoch: [18][31/32]	Time  (0.6784353703260422)	Data (0.08883848786354065)	loss  (3.781911418914795)	Prec1  (48.900001525878906) 	
Epoch: 18   Test Acc: 48.900001525878906

******************************
	Adjusted learning rate: 19

0.0003773536025353072
