
				 Aum Sri Sai Ram
FER on AffectNet-8 using OADN 


Namespace(arch='resnet50', batch_size=64, batch_size_t=64, database='Affectnet', end2end=True, epochs=60, evaluate=False, imagesize=224, lr=0.001, model_dir='checkpoints_affectnet8', momentum=0.9, num_attentive_regions=25, num_classes=8, num_regions=4, pretrained='pretrainedmodels/resnet50-19c8e357.pth', print_freq=100, resume='', root_path='../data/AffectNetdataset/Manually_Annotated_Images_aligned/', start_epoch=0, train_landmarksfile='../data/Affectnetmetadata/training_affectnet_landmarks_scores.pkl', train_list='../data/Affectnetmetadata/training.csv', valid_landmarksfile='../data/Affectnetmetadata/validation_affectnet_landmarks_scores.pkl', valid_list='../data/Affectnetmetadata/validation.csv', weight_decay=1e-05, workers=16)

img_dir:  ../data/AffectNetdataset/Manually_Annotated_Images_aligned/

checkpoints:  checkpoints_affectnet8
Total included  287651 {0: 74874, 1: 134415, 2: 25459, 3: 14090, 4: 6378, 5: 3803, 6: 24882, 7: 3750}
Total included  4000 {0: 500, 1: 500, 2: 500, 3: 500, 4: 500, 5: 500, 6: 500, 7: 500}
length of  train Database for training: 287651
length of  test Database: 4000

Number of parameters:
Base Model: 23508032, Attention Branch:526600, Region Branch:526600 and Total: 24561232

Model loaded for layers 1-4 from vggface2 pretrainedmodels/vgg_msceleb_resnet50_ft_weight.pkl

Training starting:

Training Epoch: [0][0/4495]	att_loss  (2.076219081878662)	region_loss (9.529242515563965)	overall_loss (8.0386381149292)	Prec1  (9.375) 	
Training Epoch: [7][100/4495]	att_loss  (2.0791571211106707)	region_loss (2.41550338740396)	overall_loss (2.3482341612919724)	Prec1  (78.8675765991211) 	
Training Epoch: [7][200/4495]	att_loss  (2.0790969044414918)	region_loss (2.420250387927193)	overall_loss (2.3520197227819644)	Prec1  (79.10447692871094) 	
Training Epoch: [7][300/4495]	att_loss  (2.0791214383717787)	region_loss (2.410583100841687)	overall_loss (2.34429079987282)	Prec1  (78.87770080566406) 	
Training Epoch: [7][400/4495]	att_loss  (2.079130461685675)	region_loss (2.417452464079916)	overall_loss (2.349788097669359)	Prec1  (78.87702941894531) 	
Training Epoch: [7][500/4495]	att_loss  (2.079139483427097)	region_loss (2.429582591304284)	overall_loss (2.3594940068003183)	Prec1  (78.81736755371094) 	
Training Epoch: [7][600/4495]	att_loss  (2.0791314044927005)	region_loss (2.43059112863017)	overall_loss (2.3602992206960667)	Prec1  (78.78275299072266) 	
Training Epoch: [7][700/4495]	att_loss  (2.07911807698292)	region_loss (2.410182761057637)	overall_loss (2.3439698605326544)	Prec1  (78.96086120605469) 	
Training Epoch: [7][800/4495]	att_loss  (2.079133688287342)	region_loss (2.408582255783748)	overall_loss (2.3426925784788475)	Prec1  (79.04767608642578) 	
Training Epoch: [7][900/4495]	att_loss  (2.079132287272073)	region_loss (2.4080986137792353)	overall_loss (2.3423053853122826)	Prec1  (79.0250473022461) 	
Training Epoch: [7][1000/4495]	att_loss  (2.079138137005664)	region_loss (2.412569296348107)	overall_loss (2.3458831017310326)	Prec1  (78.99288177490234) 	
Training Epoch: [7][1100/4495]	att_loss  (2.0791411124826236)	region_loss (2.413378396974056)	overall_loss (2.346530977755)	Prec1  (78.94102478027344) 	
Training Epoch: [7][1200/4495]	att_loss  (2.079137051730827)	region_loss (2.4088030999943575)	overall_loss (2.3428699280399763)	Prec1  (78.9537353515625) 	
Training Epoch: [7][1300/4495]	att_loss  (2.0791285879148327)	region_loss (2.4046053137804893)	overall_loss (2.33951000558881)	Prec1  (78.9656982421875) 	
Training Epoch: [7][1400/4495]	att_loss  (2.0791223563099654)	region_loss (2.403391348558354)	overall_loss (2.3385375863224334)	Prec1  (78.94026184082031) 	
Training Epoch: [7][1500/4495]	att_loss  (2.0791210451577204)	region_loss (2.40157394278931)	overall_loss (2.337083398858997)	Prec1  (78.95777893066406) 	
Training Epoch: [7][1600/4495]	att_loss  (2.0791170403482315)	region_loss (2.4025997233941805)	overall_loss (2.3379032224658727)	Prec1  (78.93797302246094) 	
Training Epoch: [7][1700/4495]	att_loss  (2.0791189280907454)	region_loss (2.4014918033267945)	overall_loss (2.337017264315691)	Prec1  (78.93701934814453) 	
Training Epoch: [7][1800/4495]	att_loss  (2.079126546940229)	region_loss (2.399257846172487)	overall_loss (2.3352316220822034)	Prec1  (78.950927734375) 	
Training Epoch: [7][1900/4495]	att_loss  (2.07912955868564)	region_loss (2.4008605395537312)	overall_loss (2.3365143786475007)	Prec1  (78.97981262207031) 	
Training Epoch: [7][2000/4495]	att_loss  (2.07912991477036)	region_loss (2.397842822225019)	overall_loss (2.3341002760977223)	Prec1  (79.03002166748047) 	
Training Epoch: [7][2100/4495]	att_loss  (2.079128918790749)	region_loss (2.3994698119356426)	overall_loss (2.335401669052429)	Prec1  (79.02487182617188) 	
Training Epoch: [7][2200/4495]	att_loss  (2.0791259317818365)	region_loss (2.3956625424748603)	overall_loss (2.332355256461924)	Prec1  (79.06136322021484) 	
Training Epoch: [7][2300/4495]	att_loss  (2.079122506344334)	region_loss (2.395907683043001)	overall_loss (2.332550683523043)	Prec1  (79.0369644165039) 	
Training Epoch: [7][2400/4495]	att_loss  (2.0791164082023115)	region_loss (2.3940920289086085)	overall_loss (2.3310969410117393)	Prec1  (79.0582046508789) 	
Training Epoch: [7][2500/4495]	att_loss  (2.079119388697768)	region_loss (2.3908420060930706)	overall_loss (2.328497518734282)	Prec1  (79.0846176147461) 	
Training Epoch: [7][2600/4495]	att_loss  (2.079122473028521)	region_loss (2.388359216486936)	overall_loss (2.3265119041676066)	Prec1  (79.1083984375) 	
Training Epoch: [7][2700/4495]	att_loss  (2.0791293415746086)	region_loss (2.3880950253524413)	overall_loss (2.326301924699503)	Prec1  (79.10901641845703) 	
Training Epoch: [7][2800/4495]	att_loss  (2.0791296781024435)	region_loss (2.386195516382018)	overall_loss (2.324782384842134)	Prec1  (79.11404418945312) 	
Training Epoch: [7][2900/4495]	att_loss  (2.079128617789983)	region_loss (2.3849319184249698)	overall_loss (2.323771294171709)	Prec1  (79.12249755859375) 	
Training Epoch: [7][3000/4495]	att_loss  (2.0791313322493727)	region_loss (2.383830756753415)	overall_loss (2.322890907555809)	Prec1  (79.14289093017578) 	
Training Epoch: [7][3100/4495]	att_loss  (2.079128120991923)	region_loss (2.380793831033962)	overall_loss (2.320460724738366)	Prec1  (79.1856460571289) 	
Training Epoch: [7][3200/4495]	att_loss  (2.079131826912005)	region_loss (2.3788927544358742)	overall_loss (2.318940604600784)	Prec1  (79.19790649414062) 	
Training Epoch: [7][3300/4495]	att_loss  (2.079132131647609)	region_loss (2.375452671149253)	overall_loss (2.3161885988636475)	Prec1  (79.2203140258789) 	
Training Epoch: [7][3400/4495]	att_loss  (2.079133412095597)	region_loss (2.3762085753235875)	overall_loss (2.3167935784723226)	Prec1  (79.20602416992188) 	
Training Epoch: [7][3500/4495]	att_loss  (2.0791353482717922)	region_loss (2.3755553508955765)	overall_loss (2.316271386021241)	Prec1  (79.22334289550781) 	
Training Epoch: [7][3600/4495]	att_loss  (2.079134613763819)	region_loss (2.3746004218162677)	overall_loss (2.315507295627589)	Prec1  (79.2305908203125) 	
Training Epoch: [7][3700/4495]	att_loss  (2.0791349504419805)	region_loss (2.3727013798411942)	overall_loss (2.313988129244209)	Prec1  (79.25898742675781) 	
Training Epoch: [7][3800/4495]	att_loss  (2.07913354552755)	region_loss (2.371631218959896)	overall_loss (2.31313171944346)	Prec1  (79.24806213378906) 	
Training Epoch: [7][3900/4495]	att_loss  (2.0791317287147795)	region_loss (2.370098500305553)	overall_loss (2.311905180604236)	Prec1  (79.23649597167969) 	
Training Epoch: [7][4000/4495]	att_loss  (2.0791320424174047)	region_loss (2.36719114146987)	overall_loss (2.3095793562273896)	Prec1  (79.25675201416016) 	
Training Epoch: [7][4100/4495]	att_loss  (2.079131582137347)	region_loss (2.365831507760936)	overall_loss (2.308491557204296)	Prec1  (79.27716064453125) 	
Training Epoch: [7][4200/4495]	att_loss  (2.0791330945347073)	region_loss (2.3630213494869508)	overall_loss (2.306243732837631)	Prec1  (79.29659271240234) 	
Training Epoch: [7][4300/4495]	att_loss  (2.0791335151351293)	region_loss (2.3612736715491054)	overall_loss (2.304845674346697)	Prec1  (79.31839752197266) 	
Training Epoch: [7][4400/4495]	att_loss  (2.079133800256526)	region_loss (2.3585126869680124)	overall_loss (2.302636943874346)	Prec1  (79.3502197265625) 	
Testing [62/63]	att_loss  (2.0791940307617187)	region_loss (7.387637504577636)	overall_loss (6.3259488906860355)	Prec@1  (57.82500457763672)	
Epoch: 7   Test Acc: 57.82500457763672
